Board,Solution,Difficulty
8.7.2.4.6...98712.231.5....78.1.56..3.5..6.78426879.3.653..82.4.7841...5.4.5.3.9.,897321456564987123231654789789135642315246978426879531653798214978412365142563897,Easy
6..2...9.31.8..5.4978564..153.1.2..8.2..7..537..6.3142897426..5264..57...5...942.,645231897312897564978564231536142978421978653789653142897426315264315789153789426,Easy
.7.3.1.56.1.654789645..7.2.5...9.214..15.3.9.78941..6526.87.5.1.5.24...8..7...6.2,978321456312654789645987123536798214421563897789412365264879531153246978897135642,Easy
2465..8....59.72..8....4.53.983..4.15.32.1..9.1.87..3665..3.97.3.1.9864.9874653..,246513897135987264879624153798356421563241789412879536654132978321798645987465312,Easy
231..846.8..4.5132.641...98..9.2451331.9..62.426..398..7.35...1...87935.6.3..18.9,231798465897465132564132798789624513315987624426513987978356241142879356653241879,Easy
9.81.524.5312..8....2.79...2.456..988...1256.3..7..4..456.87..1.23.549.7..932165.,978135246531246879642879135214563798897412563365798412456987321123654987789321654,Easy
9786.....53.9782...4253..79..5.14.9......7.6389.3654...237.9.5445.1..9.77..45.321,978642135531978246642531879365214798214897563897365412123789654456123987789456321,Easy
.1..45..99.831.45664..781...367..2147....136...15368..8.7.536.2.64.9..311..26..7.,312645789978312456645978123536789214789421365421536897897153642264897531153264978,Easy
1.5.8..648..42..5324.31..9..21897....5..31.789875.43..5.314..897.8.5.42....9.8.36,135789264879426153246315897321897645654231978987564312563142789798653421412978536,Easy
.3.7...4..65.2.8.979.45.2.3.7.3..124..18..6353.6.14.8.624..17..51.978...9.7.42351,132789546465123879798456213879365124241897635356214987624531798513978462987642351,Easy
.4..9...5..8..3.265..26.7.98974.1....6.7..1422....6.78.569.823178.31.56.1.36458.7,642897315978153426531264789897421653365789142214536978456978231789312564123645897,Easy
.872....5.1.89..466...5387.4653.29..1...7..5...86..3.135.4..798879.3641..41.8.563,987264135513897246624153879465312987132978654798645321356421798879536412241789563,Easy
..25..9.79.82.365.6458.9.2.15.4.287989.3..2.6.64.9.1....6.8.4...8.124..3421.35.9.,312546987978213654645879321153462879897351246264798135536987412789124563421635798,Easy
..46538.7987..2..56.59.82.4.79.314..21.56..8.5....7.23.6..89.31.514..9.8...31.642,124653897987142365635978214879231456213564789546897123462789531351426978798315642,Easy
35..7.246.98.4..3.4.25.1879.7..56.21..3..9..45.612.9..98736.4.2..521.7..12.8..5.3,351978246798642135462531879879456321213789654546123987987365412635214798124897563,Easy
53.....984...875637..63.4..978.4.32...2.7.654.452.3..7...7..2462.4.5187.8974.2..5,536124798421987563789635412978546321312879654645213987153798246264351879897462135,Easy
564.972....723...6.3..6487..1.4..798426..93.17.93.5.6.97.1.263.6.3.7..241.2.53...,564897213897231546231564879315426798426789351789315462978142635653978124142653987,Easy
.9...1.56.32...7894.58.7.23...78..3.9..3156.2.134.697.2..65...78.91..3.5.569782.4,798231456132564789465897123624789531987315642513426978241653897879142365356978214,Easy
..84.5.2..327.86..4.5.32987.7935.4......41798.4.87..636...1.8799...24.35513..7..6,798465321132798654465132987879356412356241798241879563624513879987624135513987246,Easy
1..56.79..6...7.3.798..1..5.873.562.6.4.8.51.5134...8..569.824.879.4...6.4.6538.9,132564798465897132798231465987315624624789513513426987356978241879142356241653879,Easy
.8.3...646..9.72.13216..89.7984.265...3.98.42.1256....1...467898.913.....4.87..15,987321564654987231321654897798412653563798142412563978135246789879135426246879315,Easy
.98..5.1..65.1.879.3..7...635.421..72.178..35..9.36.2451.8.746.98.2..3.1..41.37.8,798645213465312879132978546356421987241789635879536124513897462987264351624153798,Easy
5.1987..464.51..879786...13.14879...8...562413652.18...561.2.....3798.6...9.6513.,531987624642513987978624513214879356897356241365241879456132798123798465789465132,Easy
..735.2146.52..89..24879..5.51987...79..24.31...513..8546..2..9.1.79.45..794...23,987356214635241897124879365351987642798624531462513978546132789213798456879465123,Easy
7.824..15..1..94.6.62.35.89.7.6..2315....1.97.1398....9.7..3.421247..6.3.3..12978,798246315351879426462135789879654231546321897213987564987563142124798653635412978,Easy
35..79241241.5..79...2413...3..657.87981....5..57..13...362..8.6.49.7.1.987...624,356879241241356879879241356132465798798132465465798132513624987624987513987513624,Easy
3.2.794.6.4....78997.5461..5...2489.4219.7.6...9635.1..6.35...815....642.97.6.5.1,312879456645213789978546123536124897421987365789635214264351978153798642897462531,Easy
.32.6.78.7.8231..64.5....235.342.97.98.3...42....8953124.65...787...2...35.97821.,132564789798231456465897123513426978987315642624789531241653897879142365356978214,Easy
.3.9...42.21.53.7.78.14.6.36..897.3.9782..564..2.6489..5342...9..4.8931.8..3...26,536978142421653978789142653645897231978231564312564897153426789264789315897315426,Easy
53..24.78....136426.2..7531.972.13.5..58.9.142..35.8.7...798123.2.4..7..7.91...5.,531624978978513642642987531897241365365879214214356897456798123123465789789132456,Easy
..264.8.7.659.8.3..9..12..46..89.3..513264.8.9..1.34.6.5..89.4287.42.65.2415...7.,132645897465978231798312564624897315513264789987153426356789142879421653241536978,Easy
.4..783219783.2..43.264.9.75...8.....2.5..79.7.9..15.3897.5.24...326..79264..713.,645978321978312654312645987536789412421536798789421563897153246153264879264897135,Easy
32.65...89.7..1.656.4..7..22.68.951.87913.6....524.987.125...79.63.9..4.7..4123..,321654798987321465654987132246879513879135624135246987412563879563798241798412356,Easy
4..2317.9789..41.312..9..5...231.9.89..426.3.5.17..6.2.976..21.36.14..972.4...36.,456231789789564123123897456642315978978426531531789642897653214365142897214978365,Easy
.87...564.5.798...3214.5..7.35.2.78987..13.2...69.731.7.8241.5.4..3..9.8563...1.2,987132564654798231321465897135624789879513426246987315798241653412356978563879142,Easy
.35.986...7.46...124..5..78.5.2.3789..1.7.45.9.754.1.34..9..3657986.5.14...1248..,135798642879462531246351978654213789321879456987546123412987365798635214563124897,Easy
53.64.87.6.297.135.7..31..68972.......58.7.122.4.6...8.23.5.9.7789.2.6.445.7.9.2.,531642879642978135978531246897214563365897412214365798123456987789123654456789321,Easy
46....8..13.9.75.4..865.2315138.942.9..2463..6.41...89.41...653.7.5.3..2.56..2.78,465321897132987564798654231513879426987246315624135789241798653879563142356412978,Easy
.64135...8......5315.87..64..9.634.14..7.8.36.3641.789.12..7.4..7.6..3126..321.78,264135897897246153153879264789563421421798536536412789312987645978654312645321978,Easy
.3..98.6.5.4.3..978.746.23...59..426789.2...5.265.3.89653..1.78.78.561..1..8796.3,231798564564132897897465231315987426789624315426513789653241978978356142142879653,Easy
.629.73.1.98..34.2..162479.9...4..351..35.98..3..791242.3..5.7954..9.21.87.1....6,462987351798513462351624798987241635124356987635879124213465879546798213879132546,Easy
6.4..92.1..15.6.97.8.2.3...4.26..978.6.987.427.8.2465.87...14..135.6..8.24.79.3.5,654879231321546897987213564412635978563987142798124653879351426135462789246798315,Easy
.8..152.44267.9.5.315....9.5.4.9..12..723.6452..5.4.786.3978..1.4.6..78.9..14.53.,789315264426789153315426897564897312897231645231564978653978421142653789978142536,Easy
356....78...97.6.38...53142798.6423.1.28.7.6.....31.97.137894..62.31.7...8..2.3.5,356142978241978653879653142798564231132897564465231897513789426624315789987426315,Easy
2...31.97.796.215.1359.8..4.9.36.4.156...4.8.4128..53....4.63.23.1...6.5.54.2397.,246531897879642153135978264798365421563214789412897536987456312321789645654123978,Easy
12.897..663..1478..87.6..2...1978.64..25..89..98.4.1.35.6.2397..13...6.58..4.631.,124897536635214789987365421351978264462531897798642153546123978213789645879456312,Easy
79.1.23......78241.1265...9..7..146532.56.7..6..8.7.32.46.8.5.38.93.5..4.35.2698.,798142356563978241412653879987231465321564798654897132246789513879315624135426987,Easy
9.75.6241..5.2.8.912.78..5.46.1.3.8..98.6.513...897.2.2.3.7.46..463.2.9887.6..1..,987536241635421879124789356462153987798264513351897624213978465546312798879645132,Easy
89756.12.21.79..3...54..98..56.21.7912.9.75.6.896.42..6.213...8978......5.1..94.2,897563124214798635365412987456321879123987546789654213642135798978246351531879462,Easy
31...8.4.9.84.53.264.1.2.7.789..6.2...1.795.6.36.4.7.9..451.8971.39..2...9.62415.,312798645978465312645132978789356421421879536536241789264513897153987264897624153,Easy
.123..7.8..8..4.6.5.389741.3.14569..6.4..932.98.1.36...7...124..4.9781.51356..8..,412365798798214563563897412321456987654789321987123654879531246246978135135642879,Easy
153.78..4....31987...6425.3.4.1...983.278.46.97845..3..21..7..65.6.148....936.24.,153978624264531987897642513645123798312789465978456132421897356536214879789365241,Easy
12...579.789312.6.4.....13...289.513.3..64987.7815.6.436578..4.21......98..4...56,123645798789312465456978132642897513531264987978153624365789241214536879897421356,Easy
..73514.626...83.515.46.78..216.59..7.9....535.698..4..4..79231.1.5...979..2.35.4,897351426264798315153462789421635978789124653536987142645879231312546897978213564,Easy
24.978..1879.31...13.6..9.8..8.143.54123..89..63..7.1498.12.4.63214.6.89...7891..,246978531879531642135642978798214365412365897563897214987123456321456789654789123,Easy
153....9826..873.18..5.34.242.3569...36.79.24..924.635.7..3..4.6.579.2...12....79,153624798264987351897513462421356987536879124789241635978132546645798213312465879,Easy
..62.1798.89...13..238..46..6.142.7989..5...1.14.783.6....159879.8..6.1353.7.9.2.,456231798789564132123897465365142879897653241214978356642315987978426513531789624,Easy
12.7985...354...8998.56.4.1546.219..8.9.5.31....9876..4.21....7....4.153351...264,124798536635412789987563421546321978879654312213987645462135897798246153351879264,Easy
.89315.4.4.6.89135..5426..997814.....5.9..4121....379..648..3.12.1564.8....231654,789315246426789135315426879978142563653978412142653798564897321231564987897231654,Easy
.3.9.8462..96423.1.46..1..879.3...2.4.2.9.63.5.3214.8..2..8.54.98.456..3..41.38.9,135978462879642351246531798798365124412897635563214987321789546987456213654123879,Easy
2.....3.11.34...9.89.3.54.2...978.2.42165..8.78..426.5.782..546.45.97..33.25.487.,264789351153426798897315462536978124421653987789142635978231546645897213312564879,Easy
53..7.64.6.21..9..9.82.6.31.6.412..789.56..14214..83..4.....789.8.654..31239...56,531879642642135978978246531365412897897563214214798365456321789789654123123987456,Easy
.64.2.8.7.9..562..2.17.9564.2..3.7897896.2.1.3.597....1.2.97..3..83..14265.2.4.7.,564123897897456231231789564426531789789642315315978426142897653978365142653214978,Easy
.4298..6.9..63521.65....897.6.21.789.97.4..23.318.9..64.6..197.7....253131..9...2,142987365978635214653124897564213789897546123231879456426351978789462531315798642,Easy
46..97..213.56..7.79.2..645..47..1.398.3.52..5..426..7879...5.6.4.6.3..9.56978.21,465897312132564978798231645624789153987315264513426897879142536241653789356978421,Easy
.35....24..7241635.243.69.7..1.2.79.46.98.....9.5134.28.91.2.4.5...98.1321..6..79,635879124987241635124356987351624798462987351798513462879132546546798213213465879,Easy
1.....624..6531...8796....3..289.35.5.32148.9798...2...87.5...2.2..8946..54123798,135978624246531987879642513412897356563214879798365241987456132321789465654123798,Easy
2143...9.8.7.1..633...974.2..164.8799.8.312.66.297..3..567.9..1..9123.5..2...6.87,214365798897214563365897412531642879978531246642978135456789321789123654123456987,Easy
.2..986.37.956....53.412...1...7942626....78..9.2..315312.8.56..7.6.423.64532...7,421798653789563142536412978153879426264135789897246315312987564978654231645321897,Easy
78...6.2..2.8.9..5.3624..87.645.37.88..6.435115..8.4623..79.54.9..46.2...45.32.7.,789356124421879635536241987264513798897624351153987462312798546978465213645132879,Easy
..8.6.31...2.5.78.5317.842.21..8.653..7.3.14..65.24.781..8.9..47..5..231456.13..7,978462315642351789531798426214987653897635142365124978123879564789546231456213897,Easy
21...94565.61...8..7.456..36352.4.979..3..214...897...4.253.9...98.4.53.3.19.864.,213789456546123789879456123635214897987365214124897365462531978798642531351978642,Easy
.5.2.387.1...7954.789.4.2.3..51..9872149....5.9.6351.4.78.62.51...79.4..6.23.17..,456213879123879546789546213365124987214987635897635124978462351531798462642351798,Easy
426..9.51.1542.79.7.931..62.6489.2..2...6.87...72..54.14...39.76..978.2..781...35,426789351315426798789315462564897213231564879897231546142653987653978124978142635,Easy
6421.57..97.24...15.187.46.456..1..9..96..21312.9875.........35.65412.8.897.6...4,642135798978246351531879462456321879789654213123987546214798635365412987897563124,Easy
31254..9.9..2..465.45.791.2..479851.1.3.......97..16245..9.72.178.1...56...635.79,312546798978213465645879132264798513153462987897351624536987241789124356421635879,Easy
4.26.3.97563...2..7.8..2.6.246..9.31.35.26.78.79.1.64.6.4897.2.3..5.4789...2..4.6,412653897563978214798142365246789531135426978879315642654897123321564789987231456,Easy
1.354.8...892..546.56879.....5..71.4214.3.98.89....6356.27..351....51.62.314.2.9.,123546879789213546456879213365987124214635987897124635642798351978351462531462798,Easy
1.25...89..8..1....5..89421.649783..23.64.9788973..64...6897.533.526..9.789..3.6.,142536789978421536653789421564978312231645978897312645426897153315264897789153264,Easy
35..78.6..98..2..1.62..179812..9..35.3521.9.7.8.3...2..4....8798..4562..21378.546,351978462798642351462531798124897635635214987987365124546123879879456213213789546,Easy
.56.3278.7..4.5..3.2.79..565.198..4....5..978.78624...3..24..97.14..93658..3562.4,456132789789465123123798456531987642642513978978624531365241897214879365897356214,Easy
6.47..123..713.45.3214657..8..513.4.246....311356.4..84.2....9..63.7921..9..41.65,654798123987132456321465789879513642246987531135624978412356897563879214798241365,Easy
9.72...53.3..7..42.24..6..87..5..42...298.315..16.4..92134.589.8.9.325..54..98231,987241653635879142124356978798513426462987315351624789213465897879132564546798231,Easy
.79..235.2.6.31.9.135.7.4.2.5...38.99..45.21.3217.954.563.1...779.365.2....89...5,879642351246531798135978462654123879987456213321789546563214987798365124412897635,Easy
7..4216..41..36987.6.789..48.91.346...6..7.511.5.6...898.312.4..2164.8.....9782.3,798421635412536987563789124879153462246897351135264798987312546321645879654978213,Easy
24..15897.7.42.15..3.78.2....2..85.679.6.3..15.....789..189.6456542..97.9...64.12,246315897879426153135789264412978536798653421563142789321897645654231978987564312,Easy
4..789...7.8.364.1.634.178..792....3135..7.6....153.973.19...456.43129..98.64..1.,412789536798536421563421789879264153135897264246153897321978645654312978987645312,Easy
64.12.7.9.1..89.56.78..61.34.189..6....214.9.789.65.14.539.8...8.7...53126.5.1.7.,645123789312789456978456123421897365536214897789365214153978642897642531264531978,Easy
.62.13.98..8...3513.19874.....1328.9...7.8546.794..2..63524.9..12.879.3....3.6.24,462513798798624351351987462546132879213798546879465213635241987124879635987356124,Easy
3.52.6.8742.8.9...7....56.4..4.8713..97321.6523.6..7..6.37...41..2563.79.78.123..,315246987426879513789135624564987132897321465231654798653798241142563879978412356,Easy
897462...264.5.78..53.9...631.8.95..97..46..16452.38....6.24.78789...14...1..765.,897462315264351789153798426312879564978546231645213897536124978789635142421987653,Easy
...8.7.31.215..8.79.7.31.6..98.4..534...539.8563...14..35.26.8.87.3..426.46..9315,654897231321564897987231564798142653412653978563978142135426789879315426246789315,Easy
.785.423.6..2..8.7..2.9.56415.7...2689...631...4315.8..36.4.978....7865.7.9653..2,978564231645231897312897564153789426897426315264315789536142978421978653789653142,Easy
97...1.4.6429...3....6..879....893.1123...9..7....36.4.6589...2..4.65.98.9..14.6.,978531246642978135531642879456789321123456987789123654365897412214365798897214563,Medium
.41..85....9.5342.3.....7.9798........289..4...5.319.86.....8.79..42...3.1...9.64,241978536879653421356142789798564312132897645465231978624315897987426153513789264,Medium
..1.46....97..3.5.5.4...32..2.7.8...7...5.24631....8.9...98741.9781....3...6...98,231546987897213654564879321426798135789351246315462879653987412978124563142635798,Medium
6.5....2...26..789..831.4.615...49..89.1.364....89..31.2..3..97536..92....9421...,645978123312645789978312456153264978897153642264897531421536897536789214789421365,Medium
..68...137....5.2.31....987..73..4...6..87.3...165...8..3.9..41.78..23.6.4.56.8..,426879513789135624315246987897321465564987132231654798653798241978412356142563879,Medium
.5312.8......3..4...2.8..563..79.....8..625.3426.....7..75.6..2.6...3..82.1..946.,653124879978635241142987356315798624789462513426351987897546132564213798231879465,Medium
98.1..5.63..4.587..54.98.1...2.5698...8241...5.....124.7..1.4.22..9.7.51.35.2....,987132546321465879654798213412356987798241635563879124879513462246987351135624798,Medium
4629........5312.43....289..46.8..1....45...887...3.45.872..5.61.4....8..3..97...,462978153798531264351642897546789312213456978879123645987214536124365789635897421,Medium
.7865.....5.1..789.....8.36.2.315...31.7..2..7.9.2.1....4.319....1.9.645897..4.1.,978653421653142789142978536426315897315789264789426153564231978231897645897564312,Medium
5.....264..4.13..7.876.4....6.1..9.81327........46..12879.56...3....1........9536,513987264624513897987624153465132978132798645798465312879356421356241789241879536,Medium
..3..5.8.......456..6978...351.6.9..46.8...3.7...53..2.8742...51.4...8.7.....921.,213645789879312456546978123351264978462897531798153642987421365124536897635789214,Medium
63.2.....9...5.2.11...7..5..7..6.13254..32.9..1.7.84....8624..3.519...2...2..39.7,635241879987356241124879356879465132546132798213798465798624513351987624462513987,Medium
23...8.4..6.1.29....7.65.127896..1....6513.....59..2.41.2.7...69..35...16..24.7.9,231798645564132978897465312789624153426513897315987264142879536978356421653241789,Medium
.8..13.26..6987.1..15...7..97.241..31.2....786..87..42......564.647.8...23146..9.,789513426426987315315624789978241653142356978653879142897132564564798231231465897,Medium
.54.......8..4613..2.8...6...9..25.324..5.9.71.579...45.31...797..6.52...1.987.5.,654213798987546132321879465879462513246351987135798624563124879798635241412987356,Medium
87...14.61.5642...2.....3.5.....71.279.....5...23.5.78..712.....2..5.897654.8..3.,879531426135642789246978315563897142798214653412365978987123564321456897654789231,Medium
.985....4..34.1.874.27.9..5...64.21.3...78...65..1..79.35.9.....4.15379.879..435.,798536124563421987412789635987645213321978546654312879135897462246153798879264351,Medium
..81....6..57.921..12.5..7.2....8..1...642...897...46.4..36.9.77...1.635.3.89...4,978123546645789213312456879264978351153642798897531462421365987789214635536897124,Medium
5.3..179.79835.......8.956..79.24..5..6.1.87..3..8.2..65..3...7...4.53.132.7....4,563241798798356412412879563879624135246513879135987246654132987987465321321798654,Medium
978.....5..1...2466...318...2...96544..1.39..7894...2..65.1..982.489..6.....65412,978642135531978246642531879123789654456123987789456321365214798214897563897365412,Medium
42.8.7....3621.7..7.9...421.45.2.....7..56...3.2...6452..5...978..64.1...5..78..4,421897536536214789789365421645123978978456312312789645264531897897642153153978264,Medium
.5.97...1..265.87..781....6897.3.......8.713.23...4.9.....269..4.6.8..137....56.4,653978241142653879978142356897231465564897132231564798315426987426789513789315624,Medium
4.29.7.3..5.6.487..98..3...54..9......3.6.9878...326.49..24.5..1....6..8.358..412,462987135351624879798513246546798321213465987879132654987241563124356798635879412,Medium
..1.8...5...1.49877..63.1..3..879.4.978..6.1.64.2.38...9..6.35..53.9...2264....98,421987635536124987789635124312879546978546213645213879897462351153798462264351798,Medium
4....1.981..987..57......32.9.56.24..14....5.36.41..7...8.46..3.42...9....18796..,456321798123987465789654132897563241214798356365412879978246513642135987531879624,Medium
..6....79....9.2467894.....8.7..6.2123.8.....5...139.....12..98978.3..1..4.98.5..,426351879315798246789462135897546321231879654564213987653124798978635412142987563,Medium
.8.45..1..21..96...5.1.3.782.6...8.7.3.9........64.1.34....75365...1.78..9836....,987456312321789645654123978246531897135978264879642153412897536563214789798365421,Medium
.3...84.5...132..8.98.6..3.624..39.......4.135..98....2..87.35...624..7.8.9...2.1,132798465465132798798465132624513987987624513513987624241879356356241879879356241,Medium
2.4....3.3.5.12......5634.197....1536421.5..7.3.8.....7.9654..2456.2.9......876..,214798536365412789897563421978246153642135897531879264789654312456321978123987645,Medium
78...16..4...9.5.1..5..2.7....2...5..3154..8..648.912....63.8.7978.....5..3.87..4,789351642426798531315462978897213456231546789564879123142635897978124365653987214,Medium
.1..974.5.79...1.2..62.17.846....9873....9.2...84265..1.497..569...5.241.3.142.7.,213897465879564132546231798462315987351789624798426513124978356987653241635142879,Medium
9.83.2...312.....7...97.2311...64..9..7.5.42..6.897....215.69..7.94...535...8914.,978312564312645897645978231153264789897153426264897315421536978789421653536789142,Medium
53..24.7.6.....53197..13..2..34657.97.9..24...567...23.6.87.214.143..8..8.724..6.,531624978642987531978513642123465789789132456456798123365879214214356897897241365,Medium
...798.1.9.....62.5314..98.45.87....1..5.6.98.8..1.465.14.3...9.971.4.......872.1,642798513978351624531462987456879132123546798789213465214635879897124356365987241,Medium
4...5.8.778.4..1...1...8.6...1..96.589...63....42139.....6..421.4298..3.65.....8.,426351897789462153315798264231879645897546312564213978978635421142987536653124789,Medium
2..79....5641.2....9....123.....6214653.4..9...287..6......76...26..3..87..6.45.1,231798456564132789897465123978356214653241897142879365315987642426513978789624531,Medium
......54...9546.1.546...8...87..51...3..2.9.71.49..63...846.35.....98..2...3.1.9.,213879546879546213546213879987635124635124987124987635798462351351798462462351798,Medium
7..3514..4.27.83..3......98...546.....6...21..79....46635..7..4.8.124....2....987,798351462462798351351462798213546879546879213879213546635987124987124635124635987,Medium
.97.2.1......1587.153.89...4.197....5361...9........123.2..7654...23...797.5.43..,897426135264315879153789246421978563536142798789653412312897654645231987978564321,Medium
.3.9.7.1.....24.6.421....9.9...1.654.12.46..764.8.9.......9.1.58.73..2.6..346....,536987412789124563421635798978213654312546987645879321264798135897351246153462879,Medium
.78...1.2...8976....32.4.......7.4.64265..7..7..64..15.6...389.8.7..6.3.2.1....64,978365142142897653653214978315978426426531789789642315564123897897456231231789564,Medium
.2.5.4....5689.1..78..3..6521....8.93...782.18.7.423...4.7895.35.1...98797.315..4,123564798456897132789231465214653879365978241897142356642789513531426987978315624,Medium
2..653.97.65...214897.......427.95.1..142697.978...6.....231.5612.5.4....56.9..23,214653897365978214897142365642789531531426978978315642789231456123564789456897123,Medium
..81..4.5....981..31246.......51.6.415..2.9.72....7..3...3...79..68.9.4.78...1.5.,978132465645798132312465798897513624153624987264987513421356879536879241789241356,Medium
42...6..778...16.5...7.9.24.6.8..351..715.46.1.3.6.7.8312.4.8......125466.5.78.1.,421536987789421635536789124264897351897153462153264798312645879978312546645978213,Medium
.3.9..5...6..1.8.7798.45...8.9...14..56.21.....17.9.536..15.78.9.72.4.1.......426,132978564465312897798645231879536142356421978241789653624153789987264315513897426,Medium
879..16.......73.2.1.5.49.83..4..89.79.31.....62.8..5...7.....66..978..11...53.89,879231645546897312213564978351426897798315264462789153987142536635978421124653789,Medium
6......239.7.2..5.3...54.8.8...35.4..3.2.6....4...9531..84..3.5...79.2.4.125....7,654987123987321456321654789879135642135246978246879531798412365563798214412563897,Medium
.53.2...9....13..62649..13.4.135.7....6.7.41.7..24..636..7.8.2....465..7978...6.4,153624879897513246264987135421356798536879412789241563645798321312465987978132654,Medium
124.....36..4.2...9..563..2..6...987..3.8.65..7.654.2..5.879..6.98.4.1..462....7.,124798563635412798987563412546321987213987654879654321351879246798246135462135879,Medium
3....68.7...1.3.6.654.....14.2.6..7879.21...3..3897.....95..4...35.4.78.2..97.31.,321456897987123564654789231412365978798214653563897142879531426135642789246978315,Medium
...321..99876......2....45613.87.6...79....312...35.7...279.3..7...6.2.4.63..289.,654321789987654123321987456135879642879246531246135978412798365798563214563412897,Medium
5....93.1.31..6.87.9.12...465.8...1....36..989.8..4.63..9.3124.3.56..8....697.13.,564789321231456987897123654653897412142365798978214563789531246315642879426978135,Medium
.97.4..3.15......62...3587...2.8..54..5...9879.8654...4217..5.....5634.2.3...27.8,897246135153879246264135879312987654645321987978654321421798563789563412536412798,Medium
41.97..5.5....297.7.86.3...1..7.9..6...4..3.5.46....8932..97....54.3.897.87.6..31,412978653563142978798653142135789426879426315246315789321897564654231897987564231,Medium
..32..9..624..7.....715....24.5.6..73.6....14....21365.32.4..8..9.....56...97.1..,513264978624897531987153642241536897356789214879421365132645789798312456465978123,Medium
7....42131.3897...4.62...7..1..7.63536...2....9.65...46.2.1.79..317.94...784.63..,789564213123897546456231879214978635365142987897653124642315798531789462978426351,Medium
6.59..1..9.....4..3..6.47985.6....4...94123.642...3879.6487...3.9713..2..5...6.87,645987132978321465312654798536798241789412356421563879264879513897135624153246987,Medium
.128.7.6.7...65.1..63...79.....7.246.7.64.1.52465.1...9.7..63..3.1.8.65.6..123..7,412897563798365412563214798135978246879642135246531879987456321321789654654123987,Medium
.3.2.67.9.78..5.2..4.8...1.8.74..6..3...9.1.2..4563..8....2156.45...7...1.3.5.89.,531246789978135426642879315897412653365798142214563978789321564456987231123654897,Medium
.23.8.4.....65.1......21.9..31..9.2...824.5....21...8736.412.........35689...3...,123987465789654132456321798531879624978246513642135987365412879214798356897563241,Medium
56...7..18..3.1...2..6..98.3.5.46..9..9...24....8791.5978.1..6.....6..98..37..41.,564987321897321654231654987315246879789135246426879135978412563142563798653798412,Medium
...5.69.897.....4..4.87...28...51.....4...1531.3.62...5369...2..21.3.7......2.536,312546978978213645645879312897351264264798153153462897536987421421635789789124536,Medium
.8.5.6.1.32.87..4..5.2...79.....17.....4623.1135.....2....2.9.7..298.6.579863....,987546213321879546654213879246351798879462351135798462563124987412987635798635124,Medium
..842.65......9.4.1..53...842.89..15789....2..1..6.7..5.4..823......2..4.316.58..,978421653653789142142536978426897315789153426315264789564978231897312564231645897,Medium
.7.6..1.414..8.6..6.31.49....4..387.897....132...79..6...462.5..15...462.2.35...8,978635124142987635653124987564213879897546213231879546789462351315798462426351798,Medium
536.........3...79..92143...5..4.9.78...31.24264..8...3.2.5.79..781...6....7.91.2,536897241421365879789214356153642987897531624264978513312456798978123465645789132,Medium
..421.9.8..7...31.3.187...5.9.6...21.1..8.5.6.631.47..24..51.9....4.215.13...8.64,654213978987546312321879645798635421412987536563124789246351897879462153135798264,Medium
...365..22148....3..52...784.6.2.8.71..7.9.6.78........31..84...7.64.315..253.78.,897365142214897653365214978456123897123789564789456231531978426978642315642531789,Medium
.4...9635.78.36....5..2..8.3..89...24.61..7.8.8.2.4..1...31.8798.76..2..231.7....,142789635978536124653421987315897462426153798789264351564312879897645213231978546,Medium
.7.21..6..4.3.5.9..538...1.5...893..2.....9878.71..6..4.6.78..5...642...789...246,978214563142365798653897412564789321231456987897123654426978135315642879789531246,Medium
...1.2..4..14..9..6.4..8.21...35.798.98...56..63.794..2..9.7.3.8..51..4613...4...,987132654321465987654798321412356798798241563563879412246987135879513246135624879,Medium
9.7.64.....42..98....89.6...12.7..6...86.34.2563..27......158.9.357...4687.42...5,987564321654231987321897654412978563798653412563142798246315879135789246879426135,Medium
7.95.....31...2.8....9.8315.9...35.4.3.45...75.4.89..1978.1..5...389.14.1..365.78,789531426315642789426978315897123564231456897564789231978214653653897142142365978,Medium
.8...5462513..67..6..87..51.5.7.81...7..126..24.5...8..65..72.3..83.15461.265..7.,987135462513246798624879351356798124879412635241563987465987213798321546132654879,Medium
.7953....2...8.5.6..64..7.9.....72...24..3.9798..6...3....1297.7....5.121329.8.4.,879536421241789536356421789513897264624153897987264153465312978798645312132978645,Medium
.5..6.8.9.6..9..3..97..1..6.8.1.45..4.1.3.79...6.874..3.25..98.9..2...546...7...1,153462879264798135897351246789124563421635798536987412312546987978213654645879321,Medium
6....8.32987..24...2.4.5..8...87.2...9....356.1235..7...5.249..2.6.8..138..51..2.,654798132987132465321465798563879241798241356412356879135624987246987513879513624,Medium
..624...8.793.61....18...534...3...77.8....3...2.98..4.1...7.2.6.....78.98.6.43..,356241978879356142241879653465132897798465231132798564513987426624513789987624315,Medium
.9.5...24.5.64..8...29...139.72..3..12..65...6.....241..9..34.52.3..67.8.4..89.3.,798531624351642987462978513987214356124365879635897241879123465213456798546789132,Medium
7.915..4.4...97.35..52.487..9..126.4.3.64..8.56.9....11.....798..3.89.129784.1..3,789153246426897135315264879897312654231645987564978321142536798653789412978421563,Medium
.7.6.....142.7...3..3.4.9.83.5..........1.7897.94.6.1.56..31....3.8.7.64.97...2..,978653142142978653653142978315789426426315789789426315564231897231897564897564231,Medium
.2....79.5.387....9..2.63.1.5.412...87....124...7.863..32..7.46..8.5.2.34.5.21.7.,624135798513879462987246351356412987879563124241798635132987546798654213465321879,Medium
